X,company_name,main_activity,address,company_city,postcode,country,clustered,clustered_unit_ecoinvent,ecoinvent,group,sector,subsector,sector_ecoinvent_delimited,sector_ecoinvent,co2_products,input_1_sector_ecoinvent_delimited,input_2_sector_ecoinvent_delimited,input_3_sector_ecoinvent_delimited,companies_id,products_companies_id,products_id,delimited_products_id,delimited_id,clustered_delimited_id,clustered_id,main_activity_id,categories_id,categories_sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_id,sector_ecoinvent_delimited_sector_ecoinvent_id,sector_ecoinvent_id,time,inputs,co2_input,id,relative_all,relative_unit,relative_sector,relative_sector_unit,TR_relative_all,TR_relative_unit,TR_relative_sector,TR_relative_sector_unit,low_TR_relative_all,medium_TR_relative_all,high_TR_relative_all,low_TR_relative_unit,medium_TR_relative_unit,high_TR_relative_unit,low_TR_relative_sector,medium_TR_relative_sector,high_TR_relative_sector,low_TR_relative_sector_unit,medium_TR_relative_sector_unit,high_TR_relative_sector_unit
36,paganelli auclair,missing,rue felicien vergier | 07430 davezieux,davezieux,7430,france,gardening services,m3,not_mapped,mechanical_engineering_industry_equipment,agriculture_machines_equipment,drinking_troughs,infrastructure & machinery,infrastructure & machinery minerals,10.63,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,paganelli-auclair_fra661849-00101,4b6fc462fc5aabe3bac9652451f73292db9b18f8,1d5949ab72dfd0637f34c705c065f22070d340dd,abe7516f5d2c9e0eadda2801313146436df01c48,c431714a185dafc5430f48ffb5dbbfd8992a6529,14a0c8c5a3ce66fdee8d39fc9f65b8dfbe54b971,c431714a185dafc5430f48ffb5dbbfd8992a6529,5a013c49508291c6816ac388f93a2c11973086ed,3ac07002ef73b08a883ff2af5e8741efa4df53f8,a7f61a0fe951583cfa3fad65d034d2225d108345,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,ddb1fb396c414766bce93cd6efa626f2c49c43d8,bcd9fd9fc1d4d1722145b24e07b738e6e53c1715,3,sealing film,36.46,36,0.44061302681992337,0.1417624521072797,0.3065134099616858,0.09961685823754789,medium,low,medium,low,33.33333333333333,44.44444444444444,22.22222222222222,44.44444444444444,55.55555555555556,0,55.55555555555556,44.44444444444444,0,77.77777777777779,22.22222222222222,0
37,paganelli auclair,missing,rue felicien vergier | 07430 davezieux,davezieux,7430,france,open space amenities,kg,not_mapped,energy_raw_materials,energy,onshore_and_offshore_services,fuels,infrastructure & machinery fuels agriculture & animal husbandry,30.89,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,paganelli-auclair_fra661849-00101,c0cecf0fd0f66bfa4a14455256d08d459f71bf5f,707938a8d64b3ee8f879b2fb3c032c6ab4547dad,707938a8d64b3ee8f879b2fb3c032c6ab4547dad,707938a8d64b3ee8f879b2fb3c032c6ab4547dad,1394a26a921ab5bd5dd19ed324910425f18ef46d,707938a8d64b3ee8f879b2fb3c032c6ab4547dad,5a013c49508291c6816ac388f93a2c11973086ed,07395696c5db3cfaeff20564534cc6a33f9db40f,476a4b654f0425927459ba37888ab2634e2f49ff,7427777a09bebc7de3415910114643c3e6cc0740,db6f53ce0bd34a137cb31ae54d2dd84548b578aa,02bf01b56ab19757c165461d76ccc068bed0b586,3,flexible cables,10.6,37,0.18007662835249041,0.13409961685823754,0.0038314176245210726,0.0038314176245210726,low,low,low,low,33.33333333333333,44.44444444444444,22.22222222222222,44.44444444444444,55.55555555555556,0,55.55555555555556,44.44444444444444,0,77.77777777777779,22.22222222222222,0
38,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,machining,kg,not_mapped,food_related_products,frozen_foods,fruit_frozen_and_deep_frozen,agriculture & animal husbandry,infrastructure & machinery fuels agriculture & animal husbandry,60.08,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,alois-bauer_00000005061180-001,9fc44bc6b224f73b58e118da9304c89e2a4978c4,20d8631bd54d2c718a32a8cf80bc910b0eab0648,0f8b175ab8b86943684a5d0dc6a713e92fe0be8a,371c1d293c4af1c626cd10ac95b34b4492dd744d,84602a451bbe1ebbf7f3879a7adde4b3823a9990,371c1d293c4af1c626cd10ac95b34b4492dd744d,20965c7bc5825cbd88568790902918bab186efab,3d653f2164488f2b732b4bcb22abab96a82e6dff,98cfea4eabf3a53ac097737aca469a5e238679af,6cab14408b4e9298a6255076bc425621d67ffbb6,e25c674e35a5b7a88cf7b450ac2701640105582f,02bf01b56ab19757c165461d76ccc068bed0b586,3,buying used books,95.88,38,0.9540229885057471,0.6360153256704981,0.13793103448275862,0.07279693486590039,high,medium,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
39,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,surface treatment,m3,not_mapped,food_related_products,tinned_foods,pork_meats_tinned,agriculture & animal husbandry,agriculture & animal husbandry chemicals,61.51,infrastructure & machinery,infrastructure & machinery,agriculture & animal husbandry,alois-bauer_00000005061180-001,e0da00d386ac48ec87d5a9684015d5c1059540c8,6b91c2ca1f831dcafcc4c2a889b52f7e43d7e8d0,6ef992f9c4559a34c63755b70965effca43e0550,261b9504ec63f5f85fd82a8a1863fa1af229e3da,284e9850249fb2fe5c8c3edb917332acd1c24106,261b9504ec63f5f85fd82a8a1863fa1af229e3da,20965c7bc5825cbd88568790902918bab186efab,7e29dffab3496cce654e7bd78f37191f46377730,cb5de92efa33f001dc5d5306bd0ccf2ddb188f87,6cab14408b4e9298a6255076bc425621d67ffbb6,fc7b17f1fc771d28e879cd927476167d26e4dd3b,0d60252cd7fcb1e767a8546b1aa4489710082d3e,3,genuine parts,78.65,39,0.8352490421455939,0.2720306513409962,0.1111111111111111,0.05363984674329502,high,low,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
40,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,surface coating,kg,not_mapped,food_related_products,food_processing,liquorice,agriculture & animal husbandry,resource extraction minerals agriculture & animal husbandry,52.28,agriculture & animal husbandry,infrastructure & machinery,agriculture & animal husbandry,alois-bauer_00000005061180-001,e0da00d386ac48ec87d5a9684015d5c1059540c8,6b91c2ca1f831dcafcc4c2a889b52f7e43d7e8d0,18749f682471ed7f6ff2a7f5d6f8116f590ec60a,fe263d7853a4de4e5c3e5bdd119c6ef2e874ba07,76490967981e2e4be937f3abb4f78036e1ee4316,fe263d7853a4de4e5c3e5bdd119c6ef2e874ba07,20965c7bc5825cbd88568790902918bab186efab,469937344921b6d3222ccb0c923654fa328e9eaf,69603a23b37f0056634950dbce7e334154969c8f,6cab14408b4e9298a6255076bc425621d67ffbb6,c1561082c1139ed474aa1476a2c169f1d8ba3bdf,275118c9b7bcb1c6f79a8d414d3521369df3805a,3,industrial service,98.75,40,0.9923371647509579,0.6590038314176245,0.14942528735632185,0.08045977011494253,high,medium,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
41,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,industrial building construction,kg,not_mapped,metallurgy_metalworking,steel_metal_transformation,industrial_sheet_metal_work,infrastructure & machinery,infrastructure & machinery chemicals agriculture & animal husbandry,1.92,infrastructure & machinery,transport,infrastructure & machinery,alois-bauer_00000005061180-001,2638e6c038102a9f4611b4701e3fb15e3bbc108a,8db880e9092b15e06b801998e7ca313ca291d864,8db880e9092b15e06b801998e7ca313ca291d864,8db880e9092b15e06b801998e7ca313ca291d864,bdaadc85fd778909c1502e488c48e31c8c72c7d4,8db880e9092b15e06b801998e7ca313ca291d864,20965c7bc5825cbd88568790902918bab186efab,c4f1e7c54b903f016850a53ba4ecdee7cf233a54,c02db75801f6cbabef47860d9519a5297e51d654,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,e3b09678f90025b926f0e1bdeb16a1a8047380be,efc96c8115c7fb530106ef3b936f078e1543d105,3,leather promotional products,-0.01,41,0.0842911877394636,0.06130268199233716,0.06513409961685823,0.04597701149425287,low,low,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
42,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,"metal construction, lightweight",m3,not_mapped,metallurgy_metalworking,steel_metal_transformation,boilers_stainless_steel,infrastructure & machinery,wood infrastructure & machinery,21.57,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,alois-bauer_00000005061180-001,f4bbfbe3f276842687db8c1c4d9aa4bacc3013ba,bd43b15e4d244625ec2dc63cd803f1e68520c1fb,bd43b15e4d244625ec2dc63cd803f1e68520c1fb,bd43b15e4d244625ec2dc63cd803f1e68520c1fb,5cd025807cf4782292e229bc0238633b2b9778d6,bd43b15e4d244625ec2dc63cd803f1e68520c1fb,20965c7bc5825cbd88568790902918bab186efab,8d926b734410de5ba68daa17089a14c1bc1b70f7,2e7dca08528a06c2061ffd6df50988f72a1572ba,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,256ad95394df7f3e77c9f4b25fe5e3c77c61fa5e,6b3155381d80f78330805e1ad6e39a93994dabe6,3,sliding frames,28.89,42,0.367816091954023,0.1111111111111111,0.26053639846743293,0.07662835249042145,medium,low,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
43,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,locks,kg,not_mapped,construction_public_works,public_works,terraces_and_grandstands,infrastructure & machinery,infrastructure & machinery chemicals agriculture & animal husbandry,68.25,infrastructure & machinery,agriculture & animal husbandry,transport,alois-bauer_00000005061180-001,7041c78ccc3a21fbcf0ce2e4eaf13d1fcb788479,e076792bee168c3fabbd09b2c3e8a7f0b3443ecb,15039f48a302c81145283ef8a0167df2a682801d,f8190c4b88c5e4d12303fd181019f59b4f19984b,f198153a9231ad165112e4f0bc23910af6082c15,f8190c4b88c5e4d12303fd181019f59b4f19984b,20965c7bc5825cbd88568790902918bab186efab,84892582cc4b7ff4aa8e3accf19a2d45d0ffd94f,f19315e800346a49ca3ccfbc7b4335824872f563,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,e3b09678f90025b926f0e1bdeb16a1a8047380be,efc96c8115c7fb530106ef3b936f078e1543d105,3,great service guaranteed,29.76,43,0.39080459770114945,0.2681992337164751,0.27586206896551724,0.19157088122605365,medium,low,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
44,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,bolt,kg,not_mapped,transport_related_services,sea_river_transport,marine_surveyors,transport,transport infrastructure & machinery,33.93,infrastructure & machinery,transport,infrastructure & machinery,alois-bauer_00000005061180-001,7041c78ccc3a21fbcf0ce2e4eaf13d1fcb788479,e076792bee168c3fabbd09b2c3e8a7f0b3443ecb,ddef0cad245fa8c3877195216ff25679193501c4,9f39bd9c0fe93f4ad2cccf3c8a80993923020c57,16b5a5f6a527c23e14e92efa2488c772369bb63a,cfb20987c652f96645cbe938c75975711c90b160,20965c7bc5825cbd88568790902918bab186efab,147c1b4f65e43101a4331e91f089d0297b381a0e,b0531e77b07dcb115df89cb92fc8fde8756e6d81,a8e6012e4ab8ed7bac28ba6b0abff3465023afd2,55374e4537cc1d676a93e172578cdd4bba70a801,83ec5432af7996bd66a9922fd53ee550d4a388a1,3,titanium wire,68.96,44,0.7662835249042146,0.5172413793103449,0.03065134099616858,0.022988505747126436,high,medium,low,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
45,alois bauer,service provider,marienweg 8 | 95703 pl<f6><df>berg,pl<f6><df>berg,95703,germany,keys,m3,not_mapped,construction_public_works,public_works,port_works,infrastructure & machinery,infrastructure & machinery electricity,13.37,infrastructure & machinery,cement & concrete,infrastructure & machinery,alois-bauer_00000005061180-001,7041c78ccc3a21fbcf0ce2e4eaf13d1fcb788479,e076792bee168c3fabbd09b2c3e8a7f0b3443ecb,e2194e962034f21a2e895d9cda2dfb58eb71d878,5944ae25418ceabcf285dca1d721b77888dac89b,66416d5dcc7a6426e1ed13541a1a96cae1d529f5,5944ae25418ceabcf285dca1d721b77888dac89b,20965c7bc5825cbd88568790902918bab186efab,353a6f6d405c86ba5c6be1777842e31aa338823a,1f83c4db95b9e7f5d3bdc1afa7a7a691eb4ce9bc,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,23fd517ebc9cdaa989026e1a9f765a63435125c8,a634ca9c5517ebeef4f8aa96ba0fea4ee5a2d349,3,knife sharpening,36.71,45,0.4521072796934866,0.14559386973180077,0.31800766283524906,0.10344827586206896,medium,low,medium,low,16.666666666666664,41.66666666666667,41.66666666666667,58.333333333333336,41.66666666666667,0,75,25,0,91.66666666666666,8.333333333333332,0
46,polomolo,service provider,annastr. 6 | 44809 herne,herne,44809,germany,agriculture,kg,not_mapped,glass_construction_materials,glass,anti_glare_screens_glass,minerals,infrastructure & machinery minerals,22.9,minerals,infrastructure & machinery,agriculture & animal husbandry,polomolo_00000005397061-722228001,b2762742446fdb5655a7a59884571dcb136fc2a0,e8e501a884f0bde4d95451ba2339887f1bfd1ded,af6989a0c9850a1d457a563c41d88a5de05bfe3c,96c842e9da8fd2e3d76890658ce7e43d08de90c2,6b7ffa187585f27e0f7509c8d9cf5dd198ccce1d,96c842e9da8fd2e3d76890658ce7e43d08de90c2,20965c7bc5825cbd88568790902918bab186efab,6accf30caf5fcba645af153df7b5797cef8c08f4,9d533c1607c46e85d8f6f7fe54bc51871bc80fc7,b4d19a5eafe6de34ff8436e939e2f2b78171d1ab,d5a1c7a326289644832f69a9ab1a4056e6e5bb3e,bcd9fd9fc1d4d1722145b24e07b738e6e53c1715,3,horizontal formwork,98.87,46,0.9961685823754789,0.6628352490421456,0.05747126436781609,0.034482758620689655,high,medium,low,low,13.333333333333334,40,46.666666666666664,33.33333333333333,66.66666666666666,0,60,40,0,73.33333333333333,26.666666666666668,0
47,polomolo,service provider,annastr. 6 | 44809 herne,herne,44809,germany,products for beauticians,kg,not_mapped,agriculture_livestock,animals_livestock,calves_and_cattle_slaughter,infrastructure & machinery,infrastructure & machinery cement & concrete,80.21,infrastructure & machinery,cement & concrete,waste treatment & recycling,polomolo_00000005397061-722228001,2edf5794aba55b4b055d12458dd0b7e0b973b56e,3f968c33018f97adef4d249948ff9406e299472b,3f968c33018f97adef4d249948ff9406e299472b,3f968c33018f97adef4d249948ff9406e299472b,aa2b233150ba7e2b3354abbe92fee03e89907e55,3f968c33018f97adef4d249948ff9406e299472b,20965c7bc5825cbd88568790902918bab186efab,90a8b2e3f96a3fb5cd7c9c7e7ad5f61dcbf38ea2,92b4bbfd73b54143672aa88f88304add2d4c2f8e,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,eb67478ae1b72436ea3c12e066450d6dce359d3e,9c1c9321bdbcf839f433f35990df76789e0f7f53,3,drinking water fountain,94.02,47,0.9310344827586207,0.6168582375478927,0.5900383141762452,0.4061302681992337,high,medium,medium,medium,13.333333333333334,40,46.666666666666664,33.33333333333333,66.66666666666666,0,60,40,0,73.33333333333333,26.666666666666668,0
48,polomolo,service provider,annastr. 6 | 44809 herne,herne,44809,germany,security strong boxes,m3,not_mapped,vehicles_transport_equipment,material_equipment,roof_and_luggage_racks,infrastructure & machinery,infrastructure & machinery electricity,0.46,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,polomolo_00000005397061-722228001,575b0a9dace5c374634d4f7a36999be88b184871,0cf27c6d4a4e7570b1acbc29205c1144b8b9d3e7,0cf27c6d4a4e7570b1acbc29205c1144b8b9d3e7,0cf27c6d4a4e7570b1acbc29205c1144b8b9d3e7,4f8b52b3458df0c01d8e91322e73150c31286384,0cf27c6d4a4e7570b1acbc29205c1144b8b9d3e7,20965c7bc5825cbd88568790902918bab186efab,25385b2bfd7944046553050357200d226e1299bf,b7a34aa863ca673596973a833772c341b2084e1b,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,23fd517ebc9cdaa989026e1a9f765a63435125c8,a634ca9c5517ebeef4f8aa96ba0fea4ee5a2d349,3,oversize tyre,29.73,48,0.38697318007662834,0.12260536398467432,0.2720306513409962,0.0842911877394636,medium,low,low,low,13.333333333333334,40,46.666666666666664,33.33333333333333,66.66666666666666,0,60,40,0,73.33333333333333,26.666666666666668,0
49,polomolo,service provider,annastr. 6 | 44809 herne,herne,44809,germany,applicable eu law compliance planning,kg,not_mapped,metallurgy_metalworking,steel_metal_transformation,boilers_copper,metals,minerals metals,-1.27,infrastructure & machinery,agriculture & animal husbandry,infrastructure & machinery,polomolo_00000005397061-722228001,088b16c1c25835eed5860ccdf08a431fe485c6fd,7c1e85901da8bb3e1ea1cc2f6f393a025d3b36de,7c1e85901da8bb3e1ea1cc2f6f393a025d3b36de,7c1e85901da8bb3e1ea1cc2f6f393a025d3b36de,55122642932f7be8f18ca1f4227a62a2d435e8ca,7c1e85901da8bb3e1ea1cc2f6f393a025d3b36de,20965c7bc5825cbd88568790902918bab186efab,5d8e92020da15a365b1974845fd10095a3b2faec,d3afa0b0d0eec4aab476320e801a62a6d7ebab56,059cd1abf26b7bc46af1550003fa691c12a200a1,de54c3760997b3028b999b7d0fc64e1831f5daff,751312a77d5ea086c67269becba2b80d8e73bade,3,organic spelt,38.53,49,0.46360153256704983,0.3103448275862069,0.034482758620689655,0.02681992337164751,medium,medium,low,low,13.333333333333334,40,46.666666666666664,33.33333333333333,66.66666666666666,0,60,40,0,73.33333333333333,26.666666666666668,0
50,polomolo,service provider,annastr. 6 | 44809 herne,herne,44809,germany,administrative law,kg,not_mapped,vehicles_transport_equipment,cycles,motorcycle_clothing,infrastructure & machinery,infrastructure & machinery electronics,35.94,infrastructure & machinery,agriculture & animal husbandry,infrastructure & machinery,polomolo_00000005397061-722228001,1363a7549997006218fb8c33a6d41eacf5eac646,d41550f4a0da5c230479c6f463f140903df07a98,d41550f4a0da5c230479c6f463f140903df07a98,d41550f4a0da5c230479c6f463f140903df07a98,d5142f8191ecb24267ae41a3f1d56e64240e8190,d41550f4a0da5c230479c6f463f140903df07a98,20965c7bc5825cbd88568790902918bab186efab,a4816f46fb137ed6fa2f170118e0adb611081abe,4d1c01abac735198dc8fd7d875e63f99850caf33,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,b85ccb7dcb47b1c02bb619a3425696028158a74e,79d47dda945a936b6c9cdf6cf3f63bc34bab8628,3,belt bags,68.78,50,0.7624521072796935,0.5134099616858238,0.49808429118773945,0.34099616858237547,high,medium,medium,medium,13.333333333333334,40,46.666666666666664,33.33333333333333,66.66666666666666,0,60,40,0,73.33333333333333,26.666666666666668,0
51,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,air freight services,m3,not_mapped,food_related_products,dairy_products,milk_substitutes_for_babies,agriculture & animal husbandry,agriculture & animal husbandry fuels,75.51,land use,infrastructure & machinery,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,8a14b9407e03f0b2c7917a86ab7253b90eef339e,a0a71ee032916f7a40c2656b9d01b199fe1e6698,a0a71ee032916f7a40c2656b9d01b199fe1e6698,a0a71ee032916f7a40c2656b9d01b199fe1e6698,9176bcf9bf1e1796e43dad47ae89fda5094c4a8f,9d293d186a8d84bb67bb98d7b4a42276ec3b15f4,20965c7bc5825cbd88568790902918bab186efab,265a6e7d267bd12385629fc87d196fe5cec4dccd,b9fe7efcc9097b9f05a623372053538800c00ebe,6cab14408b4e9298a6255076bc425621d67ffbb6,8b159e8efdc1057791654a9aa80052822b2f4aeb,c96e7198a07bf3f136911c5c462f2a6ae0973572,3,general goods transportation,55.1,51,0.6436781609195402,0.19923371647509577,0.07279693486590039,0.03065134099616858,medium,low,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
52,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international freight,kg,not_mapped,vehicles_transport_equipment,vehicles_special_construction_and_equipment,NA,infrastructure & machinery,infrastructure & machinery fuels,63.45,forestry,transport,land use,dohmen-holthausen-gmbh_00000004851598-001,57277b86fdce2112b0b539212f0308f78211ad0b,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,fb6e8e6e61a63ba4625f5e05eab70bb2874239c3,e5e4f7c4f56d6ddcca6b2ee50dd146b171cf39cd,20965c7bc5825cbd88568790902918bab186efab,5b42f78185b410d766de33897476c3e987e91f0e,806360c97799b0b7b98b47396050214088589df9,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,a5de22ddd2299135d518accf37673eae0f217ad5,0c0ea7be108e30647b9c3a64f13cb76977d6bf0a,3,steel balls with minus tolerances,-4.22,52,0.011494252873563218,0.011494252873563218,0.011494252873563218,0.011494252873563218,low,low,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
53,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,road transport,kg,not_mapped,construction_public_works,construction_structural_work,foundations_works,infrastructure & machinery,infrastructure & machinery cement & concrete,-0.44,pulp & paper,infrastructure & machinery,minerals,dohmen-holthausen-gmbh_00000004851598-001,224f7db32af2d35466f67a3484d9f947016bac4f,644155a56c716b1edc03924df00312e8144b632b,644155a56c716b1edc03924df00312e8144b632b,644155a56c716b1edc03924df00312e8144b632b,99898a6edc1eede11f85e4fb0eb8ff6c75d80b06,644155a56c716b1edc03924df00312e8144b632b,20965c7bc5825cbd88568790902918bab186efab,2d6f1a7d53460ef059c0f57af0a7fa7069ef599d,5c7c1c66c794dd841f2771d02fe33a682b4bb276,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,eb67478ae1b72436ea3c12e066450d6dce359d3e,9c1c9321bdbcf839f433f35990df76789e0f7f53,3,organic mushrooms,20,53,0.2720306513409962,0.20306513409961685,0.19540229885057472,0.14559386973180077,low,low,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
54,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,road transport - logistical services,m3,not_mapped,metallurgy_metalworking,steel_metal_transformation,nickel_plating,infrastructure & machinery,infrastructure & machinery resource extraction,41.22,infrastructure & machinery,electronics,waste treatment & recycling,dohmen-holthausen-gmbh_00000004851598-001,ba05fc05c22a9434c4ae6b47f984c8b4c1311608,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,1e05d760005c963b0704976323af5aedb991eeff,3278b0a167b1cc2d88bcc25f8d3e3227571fb84d,20965c7bc5825cbd88568790902918bab186efab,cf85a76e5f5fe38992d16d24ba66efb2b369cd40,4053fea033c05874d706c6a8f715a1d6df588d79,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,ae754e44854abe26569b89b38fc941f16809fdcf,41adee77337adf81b722067617021642782582f3,3,advanced controller,35.22,54,0.4329501915708812,0.13793103448275862,0.30268199233716475,0.09578544061302682,medium,low,medium,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
55,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international removal,kg,not_mapped,mechanical_engineering_industry_equipment,food_industry_machines_equipment,ice_making_equipment_cubes_and_crushed_ice,infrastructure & machinery,transport infrastructure & machinery,94.35,infrastructure & machinery,infrastructure & machinery,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,4d075146cc041f2aef51a550b0d6385bfce9e838,3508ecac8a8b4019dee63ad21562d82024a29f00,78a651bfd28a2ea499fa8f04c2ab8484660587dc,b524a334e841b2d6f35ec78a558a4782b9b4fe4d,2c11d37a6b00b20ac164834f765f1cd581e603f7,82dfb4ff5d6d70bae608ee22513f91243636f00f,20965c7bc5825cbd88568790902918bab186efab,35a9d0644e5508c0d2e8a1b0e829157dcc64d5f1,13e2687546da03bd951761a10033c5e7baa618c7,fff49bd7f46c38c28dc6cbdcddf38daa3688823a,77c8945b3502192bd2f3e98ca7d29be21b140b00,83ec5432af7996bd66a9922fd53ee550d4a388a1,3,round baler,61.26,55,0.7049808429118773,0.48659003831417624,0.46360153256704983,0.3218390804597701,high,medium,medium,medium,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
56,dohmen & holthausen gmbh,service provider,eibach 55 | 51789 lindlar,lindlar,51789,germany,international relocation,kg,not_mapped,mechanical_engineering_industry_equipment,agriculture_machines_equipment,silviculture_and_arboriculture_machines_and_equipment,agriculture & animal husbandry,agriculture & animal husbandry fuels,19.65,transport,land use,infrastructure & machinery,dohmen-holthausen-gmbh_00000004851598-001,4d075146cc041f2aef51a550b0d6385bfce9e838,3508ecac8a8b4019dee63ad21562d82024a29f00,46b67e580265c9d124ab5d8e8ab7b5655579134d,c950595474c102d0934bf16100ef2ebc33352f05,ab3eeed7bd3d576fc33490fb4de5b1a32cf6a2be,ddd415edbc74eaa893b73fd243fff8811ab15518,20965c7bc5825cbd88568790902918bab186efab,a0b051f1c6f2ad2b69f03969b1fc852cf67d14a1,fd22205132dcf59dae6030781291203893a36c2e,6cab14408b4e9298a6255076bc425621d67ffbb6,8b159e8efdc1057791654a9aa80052822b2f4aeb,c96e7198a07bf3f136911c5c462f2a6ae0973572,3,kebabs,80.29,56,0.8505747126436781,0.5708812260536399,0.12260536398467432,0.06130268199233716,high,medium,low,low,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,33.33333333333333,0,66.66666666666666,33.33333333333333,0,88.88888888888889,11.11111111111111,0
